,Message,Subject,Relation,Object,Label
1083,"Yes, Jane Austen also wrote Sense and Sensibility. She also wrote Mansfield Park as well",Jane Austen,starred_actors,Sense and Sensibility,0
1084,I've read Persuasion by Jane Austen. When was Mansfield Park released?,Persuasion,in_language,1817,0
1085,Do you like Braveheart?,Braveheart,time/event/participant,Robert Downey Jr.,0
1086,Do you like Scarlett Johansson?,Scarlett Johansson,music_by,We Bought a Zoo,0
1087,Yes she's a good actress I liked her in The Prestige and the Avengers Films. Are you interested in her films?,The Prestige,has_person,William Morgan Sheppard,0
1088,Yes I have enjoyed every movie she was in The Prestige is pretty good it was written by Jonathan Nolan ,Jonathan Nolan,has_genre,Robert Downey Jr.,0
1089,"As well he wrote The Dark Knight, The Dark Knight Rises, and Memento. Have you seen any of those?",Memento,release_year,Thriller,0
1090,I have seen both of the Dark Knight movies I have not seen Memento I know Thomas Lennon is in it what is it about. ,Thomas Lennon,has_person,We're the Millers,0
1091,Do you know anything about Andy Murray?,Andy Murray,music_by,Rafael Nadal,0
1092,"Ah, I don't know much about him, but I have head of Maria Sharapova. Are you familiar with her?",Maria Sharapova,topic_server/webref_cluster_members_type,Yuri Sharapov,0
1093,"I like Harry Potter and the Chamber of Secrets, could you recommend something similar?",Harry Potter and the Chamber of Secrets,topic_server/webref_cluster_members_type,Emma Watson,0
1094,Yes it is. Other films in that genre are The Returned and Holes in case you are interested in other non-JK Rowling written films.,The Returned,in_language,Robert Downey Jr.,0
1095,They are owned by the Paul G. Allen Family Foundation and coached by Pete Carroll.,Paul G. Allen Family Foundation,is-a,Robert Downey Jr.,0
1096,Do you know of any good books by the author Arthur C. Clarke?,Arthur C. Clarke,has_person,The War of the Worlds,0
1097,What do you think of British tennis player Andy Murray?,Andy Murray,topic_server/webref_cluster_members_type,Tennis,0
1098,Do you have any work by Sara Shepard?,Sara Shepard,in_language,The Lying Game,0
1099,Do you know Stan Wawrinka?,Stan Wawrinka,music_by,Switzerland,0
1100,Do you know who Oliver Reed is? ,Oliver Reed,music_by,Robert Downey Jr.,0
1101,Oliver Reed starred in Gladiator. Gladiator is starring David Bailie. What else can I answer for you?,Gladiator,music_by,Adventure Film,0
1102,"Was Gladiator written by William Nicholson? I really like his work, can you recommend another work by him? ",William Nicholson,release_year,Robert Downey Jr.,0
1103,William Nicholson wrote Gladiator. He also wrote first knight. Anything else?,Gladiator,directed_by,William Nicholson,0
1104,I am really interested in an Adventure Film similar to Gladiator. Do you have any recommendations? ,Adventure Film,time/participant/event,War of the Worlds,0
1105,i think that Kendrick Lamar is a amazing singer do you have any other music from him,Kendrick Lamar,in_language,Musician,0
1106,Do you follow Nicki Minaj?,Nicki Minaj,in_language,Young Forever (Musical Recording) #14,0
1107,Yes I do. Did you know Nicki Minaj is a celebrity friend to Tyga?,Tyga,is-a,Nicki Minaj,0
1108,I think Russell Wilson is one of the best players to ever play in the NBA. Have you heard of him?,Russell Wilson,time/participant/event,Cincinnati,0
1109,"I do, and think he's a great quarterback. He is a great athlete, like Tiger Woods.",Tiger Woods,written_by,Windermere (United States of America) #1,0
1110,I like What Alice Forgot. Could you give me some recommendations of books that are similar to it?,What Alice Forgot,time/participant/event,Robert Downey Jr.,0
1111,What Alice Forgot was written by Liane Moriarty. She also wrote Truly Madly Guilty.,Liane Moriarty,has_genre,What Alice Forgot,0
1112,Isn't she the one who also wrote Big Little Lies?,Big Little Lies,music_by,Robert Downey Jr.,0
1113,Do you know any books by Alan R. Clarke?,Alan R. Clarke,time/event/participant,Robert Downey Jr.,0
1114,I like David Guetta. Have you heard any of his music?,David Guetta,topic_server/webref_cluster_members_type,Titanium (Composition) #39,0
1115,I like the author Oscar Wilde. Do you have any of his books?,Oscar Wilde,time/participant/event,Wilde,0
1116,can you recommend me similar Speculative fiction books such as zoe's Tale.,Speculative fiction,is-a,Zoe's Tale,0
1117,"Sure. Welcome to the Monkey House, Weaveworld, When the Wind Blows. Wizard's first Rule and Witches Abroad.",Welcome to the Monkey House,has_person,Robert Downey Jr.,0
1118,Do you follow Saina Nehwal?,Saina Nehwal,time/event/participant,Badminton,0
1119,"Sorry, she Édith Piaf was a French vocalist, songwriter, cabaret performer and film actress. Just classic and gorgeous. ",Édith Piaf,in_language,Songwriter,0
1120,Colorectal cancer if I remember right. Horrible disease.,Colorectal cancer,release_year,Robert Downey Jr.,0
1121,Do you recommend any movies starring Niketa Calame?,Niketa Calame,has_person,Robert Downey Jr.,0
1122,Yes.  Doesn't Matthew Broderick also star in it?  Also does it have a musical theme?,Matthew Broderick,time/participant/event,Wonderful World,0
1123,What do you think about Sam Smith?,Sam Smith,time/participant/event,Writer,0
1124,I haven't actually heard any of their songs. I think I may be stuck on old stuff like Madonna and Michael Jackson. ,Michael Jackson,topic_server/webref_cluster_members_type,The Wiz (Children's Entertainment Film),0
1125,Can you recommend a Bryan Singer movie?,Bryan Singer,Winner,Robert Downey Jr.,0
1126,Could you recommend any books by Elizabeth Sherrill,Elizabeth Sherrill,release_year,Robert Downey Jr.,0
1127,I like Maria Semple as an author. Could you recommend something for me?,Maria Semple,release_year,I Heart Huckabees,0
1128,"Sure, you may like Where'd You Go, Bernadette or I Heart Huckabees","Where'd You Go, Bernadette",starred_actors,Maria Semple,0
1129,"Please, I love Science Fiction movies, like Vanilla Sky.",Science Fiction,music_by,Z for Zachariah,0
1130,I like Jack Davenport do you have any movies he was in?,Jack Davenport,topic_server/webref_cluster_members_type,The Wedding Date,0
1131,"He starred in The Wedding Date, The Talented Mr. Ripley and The Libertine all are excellent movies and I highly recommend viewing them. ",The Talented Mr. Ripley,has_person,Robert Downey Jr.,0
1132,What can you tell me about Phil Lord and movies he directed?,Phil Lord,is-a,Robert Downey Jr.,0
1133,He directed The Lego Movie and both 21 and 22 Jump Street.,22 Jump Street,directed_by,Crime,0
1134,"Channing Tatum was in it, he was also in White House Down.",White House Down,in_language,Robert Downey Jr.,0
1135,I love the adventure film Your Highness. I bet I would like it!,Your Highness,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
1136,Your Highness has a great cast including Natalie Portman and James Franco,Natalie Portman,written_by,Star Wars: Episode I - The Phantom Menace,0
1137,"Oh, Natalie Portman is one of my favorites! Wasn't she in the movie No Strings Attached?",No Strings Attached,Travel destination served,Romantic comedy,0
1138,I hear The Shawshank Redemption is really emotional movie. Do you know anything about it? ,The Shawshank Redemption,time/event/participant,Frank Darabont,0
1139,"It is very emotional.  I have seen that movie.  Very good.  It was written by Stephen King.  It stars Morgan Freeman, Tim Robbins and Rita Hayworth.",Stephen King,has_genre,Wizard and Glass,0
1140,Do you know the children's book The Velveteen Rabbit? ,The Velveteen Rabbit,release_year,Literature,0
1141,Do you like the book Number the Stars?,Number the Stars,time/participant/event,Robert Downey Jr.,0
1142,"I like Maya Angelou, can you recommend anything similar to her style. ",Maya Angelou,starred_actors,The Heart of a Woman,0
1143,"I like the author Philippa Gregory, can you recommend some books written by her?",Philippa Gregory,time/event/participant,The White Princess,0
1144,Could you recommend similar movies to Shiver?,Shiver,directed_by,Maggie Stiefvater,0
1145,I like fiction books. Do you have the Wyrd Sisters?,Wyrd Sisters,in_language,Terry Pratchett,0
1146,"Yes, that is a great Speculative fiction. Sourcery and Pyramids are next in that series. You would likely enjoy them as well!",Sourcery,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
1147,"I would like to know more about Sourcery. Was that written by Terry Pratchett, right?",Terry Pratchett,has_genre,Wyrd Sisters,0
1148,Could you recommend a movie similar to Casino Royale?,Casino Royale,time/participant/event,Robert Wade,0
1149,"Yes, particularly the spy aspect., such as ""Thunderball"" and ""This Means War.""",Thunderball,is-a,Robert Downey Jr.,0
1150,Thunderball has a few sequels. Have you seen Thunderball: You Only Live Twice?,You Only Live Twice,directed_by,Crime Fiction,0
1151,I like Thor!,Thor,topic_server/webref_cluster_members_type,Chris Hemsworth,0
1152,I saw that one. Natalie Portman was great in that movie!,Natalie Portman,has_genre,Star Wars: Episode I - The Phantom Menace,0
1153,"I haven't see that one. But, I heard Greta Gerwig was amazing in it.",Greta Gerwig,in_language,Robert Downey Jr.,0
1154,I really like the film Blood Diamond who directed it?,Blood Diamond,is-a,Leonardo DiCaprio,0
1155,Edward Zwick directed and produced it. ,Edward Zwick,time/event/participant,Robert Downey Jr.,0
1156,DO you know any actor recommendations related to Marcus Chong?,Marcus Chong,has_genre,Robert Downey Jr.,0
1157,"Marcus Chong starred in The Matrix. Perhaps you would like Keanu Reeves, who also starred in the movie.",The Matrix,music_by,Science Fiction,0
1158,I like Keanu Reeves any other movies he was in?,Keanu Reeves,topic_server/webref_cluster_members_type,The Ultimate Matrix Collection,0
1159,Do you have any books similar to The Ocean at the End of the Lane?,The Ocean at the End of the Lane,has_person,Neil Gaiman,0
1160,Do you know of any books by Charlaine Harris?,Charlaine Harris,has_genre,Dead to the World,0
1161,Do you like the film King Kong?,King Kong,release_year,Thomas Kretschmann,0
1162,I like Unknown,Unknown,in_language,Robert Downey Jr.,0
1163,Nice choice! Unknown is written by Didier Van Cauwelaert. ,Didier Van Cauwelaert,has_genre,Robert Downey Jr.,0
1164,i like No Country for Old Men.  Who stars in that?,No Country for Old Men,music_by,Joel Coen,0
1165,Who wrote Me Before You?,Me Before You,time/participant/event,Robert Downey Jr.,0
1166,Do you know what films James McTeigue directed?,James McTeigue,time/event/participant,Robert Downey Jr.,0
1167,"Absolutely! He's directed V for Vendetta, starring Natalie Portman. Have you seen it?",V for Vendetta,in_language,Science Fiction,0
1168,I like Alexandre Dumas what did he do,Alexandre Dumas,starred_actors,Robert Downey Jr.,0
1169,Do you know any movies directed by  Martin Campbell?,Martin Campbell,has_genre,Robert Downey Jr.,0
1170,"He's best know for directing the Bond movies, like GoldenEye, and also Casino Royale with Tobias Menzies.  ",GoldenEye,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
1171,Golden Eye is a great spy film like You Only Live Twice and True Lies. Have you seen those?,You Only Live Twice,release_year,Ian Fleming,0
1172,Could you recommend some work by Katherine Paterson?,Katherine Paterson,has_genre,Robert Downey Jr.,0
1173,Sure. Katherine Paterson wrote The Great Gilly Hopkins which is genre Children's literature. Do you like her because she writes Childrens novels?,The Great Gilly Hopkins,topic_server/webref_cluster_members_type,Fiction,0
1174,Could you recommend some books by Anne Rice?,Anne Rice,music_by,The Vampire Chronicles,0
1175,Of course. Anne Rice wrote Vittorio the Vampire and Violin.,Vittorio the Vampire,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
1176,Do you know of a book by Lee Child?,Lee Child,has_genre,Robert Downey Jr.,0
1177,Can you recommend some books by Louis Sachar?,Louis Sachar,is-a,Robert Downey Jr.,0
1178,He wrote Wayside School is Falling Down and Small Steps. They are both childrens literature. Do you enjoy reading that genre?,Wayside School is Falling Down,has_person,Wayside School Gets A Little Stranger,0
1179,Is Wayside School is Falling Down part of a series? ,Wayside School,topic_server/webref_cluster_members_type,Robert Downey Jr.,0
1180,Is Wayside School is Falling Down part of a series? ,Wayside School is Falling Down,is-a,Louis Sachar,0
1181,Do you like Sia Furler?,Sia Furler,written_by,Titanium (Composition) #39,0
1182,Do you have any books that are like Blood Promise?,Blood Promise,time/participant/event,Robert Downey Jr.,0
1183,Did you enjoy Blood Promise because it was written by Richelle Mead or because it was a Young-adult novel?,Richelle Mead,in_language,Vampire Academy,0
1184,It was because I remember something about her and Vampire Academy: The Graphic Novel. ,Vampire Academy: The Graphic Novel,has_person,Robert Downey Jr.,0
1185,"Yes Richelle Mead also wrote Vampire Academy, have you read that one yet?",Richelle Mead,topic_server/webref_cluster_members_type,Vampire Academy,0
1186,Richelle Mead wrote it as well ,Richelle Mead,has_genre,Vampire Academy,0
1187,Could you recommend anything similar to the following book called Jane Eyre?,Jane Eyre,is-a,Michael Mason,0
1188,Could you tell me a little about Evermore?,Evermore,starred_actors,Fantasy,0
1189,Sure! Evermore is written by Alyson Noel and is a Fantasy novel. Do you like Fantasy?,Evermore,has_person,Fantasy,0
